record_id,redcap_repeat_instrument,redcap_repeat_instance,name,gender,eye_color,race,hair_color,height,weight,publisher,skin_color,alignment,heroes_information_complete,power,super_hero_powers_complete
439,super_hero_powers,9,,,,,,,,,,,,"Mind Control",0
439,super_hero_powers,10,,,,,,,,,,,,"Mind Blast",0
440,,,"Maya Herrera",Female,-,-,-,-99,-99,"NBC - Heroes",-,good,0,,
440,super_hero_powers,1,,,,,,,,,,,,"Substance Secretion",0
440,super_hero_powers,2,,,,,,,,,,,,"Toxin and Disease Control",0
441,,,Medusa,Female,green,Inhuman,Red,180,59,"Marvel Comics",-,good,0,,
441,super_hero_powers,1,,,,,,,,,,,,Durability,0
441,super_hero_powers,2,,,,,,,,,,,,"Super Strength",0
441,super_hero_powers,3,,,,,,,,,,,,Stamina,0
441,super_hero_powers,4,,,,,,,,,,,,"Super Speed",0
441,super_hero_powers,5,,,,,,,,,,,,Telekinesis,0
441,super_hero_powers,6,,,,,,,,,,,,Reflexes,0
441,super_hero_powers,7,,,,,,,,,,,,"Hair Manipulation",0
442,,,Meltdown,Female,blue,-,Blond,165,54,"Marvel Comics",-,good,0,,
442,super_hero_powers,1,,,,,,,,,,,,Agility,0
442,super_hero_powers,2,,,,,,,,,,,,"Energy Absorption",0
442,super_hero_powers,3,,,,,,,,,,,,"Energy Blasts",0
442,super_hero_powers,4,,,,,,,,,,,,"Energy Beams",0
442,super_hero_powers,5,,,,,,,,,,,,"Energy Constructs",0
442,super_hero_powers,6,,,,,,,,,,,,"Psionic Powers",0
442,super_hero_powers,7,,,,,,,,,,,,"Energy Manipulation",0
443,,,Mephisto,Male,white,-,Black,198,140,"Marvel Comics",-,bad,0,,
443,super_hero_powers,1,,,,,,,,,,,,"Accelerated Healing",0
443,super_hero_powers,2,,,,,,,,,,,,"Dimensional Awareness",0
443,super_hero_powers,3,,,,,,,,,,,,Durability,0
443,super_hero_powers,4,,,,,,,,,,,,Longevity,0
443,super_hero_powers,5,,,,,,,,,,,,"Super Strength",0
443,super_hero_powers,6,,,,,,,,,,,,"Energy Blasts",0
443,super_hero_powers,7,,,,,,,,,,,,Stamina,0
443,super_hero_powers,8,,,,,,,,,,,,"Super Speed",0
443,super_hero_powers,9,,,,,,,,,,,,Magic,0
443,super_hero_powers,10,,,,,,,,,,,,"Dimensional Travel",0
443,super_hero_powers,11,,,,,,,,,,,,Shapeshifting,0
443,super_hero_powers,12,,,,,,,,,,,,Immortality,0
443,super_hero_powers,13,,,,,,,,,,,,"Astral Projection",0
443,super_hero_powers,14,,,,,,,,,,,,Self-Sustenance,0
443,super_hero_powers,15,,,,,,,,,,,,"Molecular Manipulation",0
443,super_hero_powers,16,,,,,,,,,,,,Illusions,0
443,super_hero_powers,17,,,,,,,,,,,,"Toxin and Disease Resistance",0
444,,,Mera,Female,blue,Atlantean,Red,175,72,"DC Comics",-,good,0,,
444,super_hero_powers,1,,,,,,,,,,,,"Cold Resistance",0
444,super_hero_powers,2,,,,,,,,,,,,Durability,0
444,super_hero_powers,3,,,,,,,,,,,,Stealth,0
444,super_hero_powers,4,,,,,,,,,,,,"Underwater breathing",0
444,super_hero_powers,5,,,,,,,,,,,,"Super Strength",0
444,super_hero_powers,6,,,,,,,,,,,,Telepathy,0
444,super_hero_powers,7,,,,,,,,,,,,"Super Speed",0
444,super_hero_powers,8,,,,,,,,,,,,Jump,0
444,super_hero_powers,9,,,,,,,,,,,,"Dimensional Travel",0
444,super_hero_powers,10,,,,,,,,,,,,Reflexes,0
444,super_hero_powers,11,,,,,,,,,,,,"Enhanced Hearing",0
444,super_hero_powers,12,,,,,,,,,,,,"Water Control",0
444,super_hero_powers,13,,,,,,,,,,,,Sub-Mariner,0
444,super_hero_powers,14,,,,,,,,,,,,"Vision - Night",0
445,,,Metallo,Male,green,Android,Brown,196,90,"DC Comics",-,bad,0,,
445,super_hero_powers,1,,,,,,,,,,,,Durability,0
445,super_hero_powers,2,,,,,,,,,,,,"Super Strength",0
445,super_hero_powers,3,,,,,,,,,,,,"Size Changing",0
445,super_hero_powers,4,,,,,,,,,,,,Stamina,0
445,super_hero_powers,5,,,,,,,,,,,,"Energy Beams",0
445,super_hero_powers,6,,,,,,,,,,,,Shapeshifting,0
445,super_hero_powers,7,,,,,,,,,,,,"Radiation Control",0
445,super_hero_powers,8,,,,,,,,,,,,Technopath/Cyberpath,0
445,super_hero_powers,9,,,,,,,,,,,,Regeneration,0
446,,,Metamorpho,Male,black,-,"No Hair",185,90,"DC Comics",-,good,0,,
446,super_hero_powers,1,,,,,,,,,,,,Shapeshifting,0
446,super_hero_powers,2,,,,,,,,,,,,"Elemental Transmogrification",0
446,super_hero_powers,3,,,,,,,,,,,,"Natural Armor",0
446,super_hero_powers,4,,,,,,,,,,,,"Natural Weapons",0
447,,,Meteorite,Female,-,-,-,-99,-99,"Marvel Comics",-,good,0,,
448,,,Metron,Male,blue,-,Black,185,86,"DC Comics",-,good,0,,
448,super_hero_powers,1,,,,,,,,,,,,Flight,0
448,super_hero_powers,2,,,,,,,,,,,,Longevity,0
448,super_hero_powers,3,,,,,,,,,,,,Intelligence,0
448,super_hero_powers,4,,,,,,,,,,,,Teleportation,0
448,super_hero_powers,5,,,,,,,,,,,,"Time Travel",0
449,,,"Micah Sanders",Male,brown,-,Black,-99,-99,"NBC - Heroes",-,good,0,,
449,super_hero_powers,1,,,,,,,,,,,,Technopath/Cyberpath,0
450,,,Michelangelo,Male,blue,Mutant,-,-99,-99,"IDW Publishing",green,good,0,,
450,super_hero_powers,1,,,,,,,,,,,,Agility,0
450,super_hero_powers,2,,,,,,,,,,,,"Accelerated Healing",0
450,super_hero_powers,3,,,,,,,,,,,,Stealth,0
450,super_hero_powers,4,,,,,,,,,,,,Marksmanship,0
450,super_hero_powers,5,,,,,,,,,,,,"Weapons Master",0
450,super_hero_powers,6,,,,,,,,,,,,Stamina,0
450,super_hero_powers,7,,,,,,,,,,,,Jump,0
450,super_hero_powers,8,,,,,,,,,,,,Reflexes,0
450,super_hero_powers,9,,,,,,,,,,,,"Natural Armor",0
450,super_hero_powers,10,,,,,,,,,,,,Sub-Mariner,0
451,,,"Micro Lad",Male,grey,-,Brown,183,77,"DC Comics",-,good,0,,
451,super_hero_powers,1,,,,,,,,,,,,"Size Changing",0
452,,,Mimic,Male,brown,-,Brown,188,101,"Marvel Comics",-,good,0,,
452,super_hero_powers,1,,,,,,,,,,,,Durability,0
452,super_hero_powers,2,,,,,,,,,,,,Flight,0
452,super_hero_powers,3,,,,,,,,,,,,"Super Strength",0
452,super_hero_powers,4,,,,,,,,,,,,Cryokinesis,0
452,super_hero_powers,5,,,,,,,,,,,,Telepathy,0
452,super_hero_powers,6,,,,,,,,,,,,"Energy Blasts",0
452,super_hero_powers,7,,,,,,,,,,,,Telekinesis,0
452,super_hero_powers,8,,,,,,,,,,,,Reflexes,0
452,super_hero_powers,9,,,,,,,,,,,,Gliding,0
453,,,"Minna Murray",Female,-,-,-,-99,-99,Wildstorm,-,good,0,,
453,super_hero_powers,1,,,,,,,,,,,,Durability,0
453,super_hero_powers,2,,,,,,,,,,,,"Super Strength",0
453,super_hero_powers,3,,,,,,,,,,,,"Super Speed",0
453,super_hero_powers,4,,,,,,,,,,,,Jump,0
453,super_hero_powers,5,,,,,,,,,,,,Immortality,0
454,,,Misfit,Female,blue,-,Red,-99,-99,"DC Comics",-,good,0,,
454,super_hero_powers,1,,,,,,,,,,,,"Accelerated Healing",0
454,super_hero_powers,2,,,,,,,,,,,,"Super Strength",0
454,super_hero_powers,3,,,,,,,,,,,,Teleportation,0
455,,,"Miss Martian",Female,red,-,Red,178,61,"DC Comics",-,good,0,,
455,super_hero_powers,1,,,,,,,,,,,,"Accelerated Healing",0
455,super_hero_powers,2,,,,,,,,,,,,Flight,0
455,super_hero_powers,3,,,,,,,,,,,,"Super Strength",0
455,super_hero_powers,4,,,,,,,,,,,,Telepathy,0
455,super_hero_powers,5,,,,,,,,,,,,"Energy Blasts",0
455,super_hero_powers,6,,,,,,,,,,,,"Size Changing",0
455,super_hero_powers,7,,,,,,,,,,,,"Density Control",0
455,super_hero_powers,8,,,,,,,,,,,,Stamina,0
455,super_hero_powers,9,,,,,,,,,,,,"Super Speed",0
455,super_hero_powers,10,,,,,,,,,,,,Telekinesis,0
455,super_hero_powers,11,,,,,,,,,,,,Shapeshifting,0
455,super_hero_powers,12,,,,,,,,,,,,Invulnerability,0
455,super_hero_powers,13,,,,,,,,,,,,"Force Fields",0
455,super_hero_powers,14,,,,,,,,,,,,Self-Sustenance,0
455,super_hero_powers,15,,,,,,,,,,,,Invisibility,0
455,super_hero_powers,16,,,,,,,,,,,,"Vision - X-Ray",0
456,,,"Mister Fantastic",Male,brown,"Human / Radiation",Brown,185,81,"Marvel Comics",-,good,0,,
456,super_hero_powers,1,,,,,,,,,,,,Durability,0
456,super_hero_powers,2,,,,,,,,,,,,Intelligence,0
456,super_hero_powers,3,,,,,,,,,,,,"Size Changing",0
456,super_hero_powers,4,,,,,,,,,,,,Shapeshifting,0
456,super_hero_powers,5,,,,,,,,,,,,Elasticity,0
457,,,"Mister Freeze",Male,-,Human,-,183,86,"DC Comics",-,bad,0,,
457,super_hero_powers,1,,,,,,,,,,,,"Cold Resistance",0
457,super_hero_powers,2,,,,,,,,,,,,Durability,0
457,super_hero_powers,3,,,,,,,,,,,,Longevity,0
457,super_hero_powers,4,,,,,,,,,,,,Intelligence,0
457,super_hero_powers,5,,,,,,,,,,,,"Super Strength",0
457,super_hero_powers,6,,,,,,,,,,,,"Power Suit",0
458,,,"Mister Knife",Male,blue,Spartoi,Brown,-99,-99,"Marvel Comics",-,bad,0,,
458,super_hero_powers,1,,,,,,,,,,,,"Weapons Master",0
458,super_hero_powers,2,,,,,,,,,,,,Intelligence,0
459,,,"Mister Mxyzptlk",Male,-,"God / Eternal",-,-99,-99,"DC Comics",-,bad,0,,
459,super_hero_powers,1,,,,,,,,,,,,Agility,0
459,super_hero_powers,2,,,,,,,,,,,,"Accelerated Healing",0
459,super_hero_powers,3,,,,,,,,,,,,"Dimensional Awareness",0
459,super_hero_powers,4,,,,,,,,,,,,Flight,0
459,super_hero_powers,5,,,,,,,,,,,,Longevity,0
459,super_hero_powers,6,,,,,,,,,,,,Intelligence,0
459,super_hero_powers,7,,,,,,,,,,,,Cryokinesis,0
459,super_hero_powers,8,,,,,,,,,,,,"Energy Blasts",0
459,super_hero_powers,9,,,,,,,,,,,,Duplication,0
459,super_hero_powers,10,,,,,,,,,,,,"Density Control",0
459,super_hero_powers,11,,,,,,,,,,,,Teleportation,0
459,super_hero_powers,12,,,,,,,,,,,,Telekinesis,0
459,super_hero_powers,13,,,,,,,,,,,,Magic,0
459,super_hero_powers,14,,,,,,,,,,,,"Dimensional Travel",0
459,super_hero_powers,15,,,,,,,,,,,,Shapeshifting,0
459,super_hero_powers,16,,,,,,,,,,,,Immortality,0
459,super_hero_powers,17,,,,,,,,,,,,Phasing,0
459,super_hero_powers,18,,,,,,,,,,,,"Astral Projection",0
459,super_hero_powers,19,,,,,,,,,,,,"Fire Control",0
459,super_hero_powers,20,,,,,,,,,,,,Invulnerability,0
459,super_hero_powers,21,,,,,,,,,,,,"Energy Constructs",0
459,super_hero_powers,22,,,,,,,,,,,,"Force Fields",0
459,super_hero_powers,23,,,,,,,,,,,,Elasticity,0
459,super_hero_powers,24,,,,,,,,,,,,Animation,0
459,super_hero_powers,25,,,,,,,,,,,,"Molecular Manipulation",0
459,super_hero_powers,26,,,,,,,,,,,,"Gravity Control",0
459,super_hero_powers,27,,,,,,,,,,,,Levitation,0
459,super_hero_powers,28,,,,,,,,,,,,"Time Travel",0
459,super_hero_powers,29,,,,,,,,,,,,"Time Manipulation",0
459,super_hero_powers,30,,,,,,,,,,,,"Weather Control",0
459,super_hero_powers,31,,,,,,,,,,,,"Reality Warping",0
460,,,"Mister Sinister",Male,red,"Human / Altered",Black,196,128,"Marvel Comics",-,bad,0,,
460,super_hero_powers,1,,,,,,,,,,,,"Accelerated Healing",0
460,super_hero_powers,2,,,,,,,,,,,,Durability,0
460,super_hero_powers,3,,,,,,,,,,,,Flight,0
460,super_hero_powers,4,,,,,,,,,,,,"Animal Attributes",0
460,super_hero_powers,5,,,,,,,,,,,,Longevity,0
460,super_hero_powers,6,,,,,,,,,,,,Intelligence,0
460,super_hero_powers,7,,,,,,,,,,,,"Super Strength",0
460,super_hero_powers,8,,,,,,,,,,,,Telepathy,0
460,super_hero_powers,9,,,,,,,,,,,,"Energy Blasts",0
460,super_hero_powers,10,,,,,,,,,,,,Duplication,0
460,super_hero_powers,11,,,,,,,,,,,,"Size Changing",0
460,super_hero_powers,12,,,,,,,,,,,,Stamina,0
460,super_hero_powers,13,,,,,,,,,,,,"Super Speed",0
460,super_hero_powers,14,,,,,,,,,,,,"Animal Oriented Powers",0
460,super_hero_powers,15,,,,,,,,,,,,Teleportation,0
460,super_hero_powers,16,,,,,,,,,,,,Telekinesis,0
460,super_hero_powers,17,,,,,,,,,,,,Shapeshifting,0
460,super_hero_powers,18,,,,,,,,,,,,Reflexes,0
460,super_hero_powers,19,,,,,,,,,,,,"Force Fields",0
460,super_hero_powers,20,,,,,,,,,,,,Self-Sustenance,0
460,super_hero_powers,21,,,,,,,,,,,,"Power Nullifier",0
460,super_hero_powers,22,,,,,,,,,,,,"Mind Control",0
460,super_hero_powers,23,,,,,,,,,,,,"Molecular Manipulation",0
460,super_hero_powers,24,,,,,,,,,,,,"Mind Blast",0
461,,,"Mister Zsasz",Male,blue,Human,Blond,-99,-99,"DC Comics",-,bad,0,,
462,,,Mockingbird,Female,blue,Human,Blond,175,61,"Marvel Comics",-,good,0,,
462,super_hero_powers,1,,,,,,,,,,,,Agility,0
462,super_hero_powers,2,,,,,,,,,,,,"Accelerated Healing",0
462,super_hero_powers,3,,,,,,,,,,,,Durability,0
462,super_hero_powers,4,,,,,,,,,,,,Stealth,0
462,super_hero_powers,5,,,,,,,,,,,,"Weapons Master",0
462,super_hero_powers,6,,,,,,,,,,,,Longevity,0
462,super_hero_powers,7,,,,,,,,,,,,"Super Strength",0
463,,,MODOK,Male,white,Cyborg,Brownn,366,338,"Marvel Comics",-,bad,0,,
463,super_hero_powers,1,,,,,,,,,,,,Agility,0
463,super_hero_powers,2,,,,,,,,,,,,Flight,0
463,super_hero_powers,3,,,,,,,,,,,,"Weapons Master",0
463,super_hero_powers,4,,,,,,,,,,,,Longevity,0
463,super_hero_powers,5,,,,,,,,,,,,Intelligence,0
463,super_hero_powers,6,,,,,,,,,,,,Telepathy,0
463,super_hero_powers,7,,,,,,,,,,,,"Energy Blasts",0
463,super_hero_powers,8,,,,,,,,,,,,Telekinesis,0
463,super_hero_powers,9,,,,,,,,,,,,"Force Fields",0
463,super_hero_powers,10,,,,,,,,,,,,Empathy,0
463,super_hero_powers,11,,,,,,,,,,,,"Psionic Powers",0
463,super_hero_powers,12,,,,,,,,,,,,Technopath/Cyberpath,0
463,super_hero_powers,13,,,,,,,,,,,,"Heat Generation",0
463,super_hero_powers,14,,,,,,,,,,,,Levitation,0
463,super_hero_powers,15,,,,,,,,,,,,Illusions,0
464,,,Mogo,Male,-,Planet,-,-99,-99,"DC Comics",-,good,0,,
465,,,"Mohinder Suresh",Male,-,-,-,-99,-99,"NBC - Heroes",-,good,0,,
465,super_hero_powers,1,,,,,,,,,,,,"Super Strength",0
466,,,Moloch,Male,-,-,-,-99,-99,"DC Comics",-,bad,0,,
467,,,"Molten Man",Male,gold,-,Gold,196,248,"Marvel Comics",-,bad,0,,
467,super_hero_powers,1,,,,,,,,,,,,Durability,0
467,super_hero_powers,2,,,,,,,,,,,,"Super Strength",0
467,super_hero_powers,3,,,,,,,,,,,,"Heat Generation",0
467,super_hero_powers,4,,,,,,,,,,,,"Heat Resistance",0
468,,,Monarch,Male,blue,-,White,193,90,"DC Comics",-,good,0,,
468,super_hero_powers,1,,,,,,,,,,,,Flight,0
468,super_hero_powers,2,,,,,,,,,,,,"Super Strength",0
468,super_hero_powers,3,,,,,,,,,,,,Invulnerability,0
468,super_hero_powers,4,,,,,,,,,,,,"Force Fields",0
468,super_hero_powers,5,,,,,,,,,,,,Self-Sustenance,0
468,super_hero_powers,6,,,,,,,,,,,,Technopath/Cyberpath,0
468,super_hero_powers,7,,,,,,,,,,,,"Time Travel",0
469,,,"Monica Dawson",Female,-,-,-,-99,-99,"NBC - Heroes",-,good,0,,
469,super_hero_powers,1,,,,,,,,,,,,"Photographic Reflexes",0
470,,,"Moon Knight",Male,brown,Human,Brown,188,101,"Marvel Comics",-,good,0,,
470,super_hero_powers,1,,,,,,,,,,,,Marksmanship,0
470,super_hero_powers,2,,,,,,,,,,,,"Weapons Master",0
470,super_hero_powers,3,,,,,,,,,,,,"Super Strength",0
470,super_hero_powers,4,,,,,,,,,,,,Stamina,0
470,super_hero_powers,5,,,,,,,,,,,,Reflexes,0
470,super_hero_powers,6,,,,,,,,,,,,"Telepathy Resistance",0
471,,,Moonstone,Female,blue,-,Blond,180,59,"Marvel Comics",-,bad,0,,
471,super_hero_powers,1,,,,,,,,,,,,Durability,0
471,super_hero_powers,2,,,,,,,,,,,,Flight,0
471,super_hero_powers,3,,,,,,,,,,,,"Super Strength",0
471,super_hero_powers,4,,,,,,,,,,,,"Energy Blasts",0
471,super_hero_powers,5,,,,,,,,,,,,"Super Speed",0
471,super_hero_powers,6,,,,,,,,,,,,Intangibility,0
471,super_hero_powers,7,,,,,,,,,,,,"Molecular Manipulation",0
471,super_hero_powers,8,,,,,,,,,,,,"Light Control",0
472,,,Morlun,Male,"white / red",-,Black,188,79,"Marvel Comics",-,bad,0,,
472,super_hero_powers,1,,,,,,,,,,,,Agility,0
472,super_hero_powers,2,,,,,,,,,,,,Durability,0
472,super_hero_powers,3,,,,,,,,,,,,"Super Strength",0
472,super_hero_powers,4,,,,,,,,,,,,Stamina,0
472,super_hero_powers,5,,,,,,,,,,,,"Super Speed",0
472,super_hero_powers,6,,,,,,,,,,,,Immortality,0
472,super_hero_powers,7,,,,,,,,,,,,Reflexes,0
473,,,Morph,Male,white,-,"No Hair",178,79,"Marvel Comics",-,good,0,,
474,,,"Moses Magnum",Male,brown,-,Black,175,72,"Marvel Comics",-,bad,0,,
474,super_hero_powers,1,,,,,,,,,,,,"Seismic Power",0
475,,,"Mr Immortal",Male,blue,Mutant,Blond,188,70,"Marvel Comics",-,good,0,,
475,super_hero_powers,1,,,,,,,,,,,,"Accelerated Healing",0
475,super_hero_powers,2,,,,,,,,,,,,Longevity,0
475,super_hero_powers,3,,,,,,,,,,,,Immortality,0
476,,,"Mr Incredible",Male,blue,Human,Blond,201,158,"Dark Horse Comics",-,good,0,,
476,super_hero_powers,1,,,,,,,,,,,,Durability,0
476,super_hero_powers,2,,,,,,,,,,,,"Super Strength",0
476,super_hero_powers,3,,,,,,,,,,,,Stamina,0
476,super_hero_powers,4,,,,,,,,,,,,"Super Speed",0
476,super_hero_powers,5,,,,,,,,,,,,"Enhanced Senses",0
476,super_hero_powers,6,,,,,,,,,,,,Jump,0
476,super_hero_powers,7,,,,,,,,,,,,Invulnerability,0
477,,,"Ms Marvel II",Female,blue,-,Red,173,61,"Marvel Comics",-,good,0,,
477,super_hero_powers,1,,,,,,,,,,,,Durability,0
477,super_hero_powers,2,,,,,,,,,,,,"Super Strength",0
478,,,"Multiple Man",Male,blue,-,Brown,180,70,"Marvel Comics",-,good,0,,
478,super_hero_powers,1,,,,,,,,,,,,Duplication,0
479,,,Mysterio,Male,brown,Human,"No Hair",180,79,"Marvel Comics",-,bad,0,,
479,super_hero_powers,1,,,,,,,,,,,,"Weapons Master",0
479,super_hero_powers,2,,,,,,,,,,,,Intelligence,0
479,super_hero_powers,3,,,,,,,,,,,,Stamina,0
479,super_hero_powers,4,,,,,,,,,,,,"Weapon-based Powers",0
479,super_hero_powers,5,,,,,,,,,,,,Magic,0
479,super_hero_powers,6,,,,,,,,,,,,Jump,0
479,super_hero_powers,7,,,,,,,,,,,,"Peak Human Condition",0
479,super_hero_powers,8,,,,,,,,,,,,Animation,0
479,super_hero_powers,9,,,,,,,,,,,,Hypnokinesis,0
479,super_hero_powers,10,,,,,,,,,,,,"Power Suit",0
479,super_hero_powers,11,,,,,,,,,,,,Illusions,0
479,super_hero_powers,12,,,,,,,,,,,,Sonar,0
479,super_hero_powers,13,,,,,,,,,,,,"Web Creation",0
480,,,Mystique,Female,"yellow (without irises)",Mutant,"Red / Orange",178,54,"Marvel Comics",blue,bad,0,,
480,super_hero_powers,1,,,,,,,,,,,,Agility,0
480,super_hero_powers,2,,,,,,,,,,,,"Accelerated Healing",0
480,super_hero_powers,3,,,,,,,,,,,,Stealth,0
480,super_hero_powers,4,,,,,,,,,,,,Marksmanship,0
480,super_hero_powers,5,,,,,,,,,,,,"Weapons Master",0
480,super_hero_powers,6,,,,,,,,,,,,Longevity,0
480,super_hero_powers,7,,,,,,,,,,,,Intelligence,0
480,super_hero_powers,8,,,,,,,,,,,,"Super Strength",0
480,super_hero_powers,9,,,,,,,,,,,,Stamina,0
480,super_hero_powers,10,,,,,,,,,,,,Shapeshifting,0
480,super_hero_powers,11,,,,,,,,,,,,"Molecular Manipulation",0
480,super_hero_powers,12,,,,,,,,,,,,"Toxin and Disease Resistance",0
480,super_hero_powers,13,,,,,,,,,,,,"Telepathy Resistance",0
481,,,Namor,Male,-,-,-,-99,-99,"Marvel Comics",-,good,0,,
481,super_hero_powers,1,,,,,,,,,,,,Agility,0
481,super_hero_powers,2,,,,,,,,,,,,"Accelerated Healing",0
481,super_hero_powers,3,,,,,,,,,,,,"Cold Resistance",0
481,super_hero_powers,4,,,,,,,,,,,,Durability,0
481,super_hero_powers,5,,,,,,,,,,,,Flight,0
481,super_hero_powers,6,,,,,,,,,,,,"Underwater breathing",0
481,super_hero_powers,7,,,,,,,,,,,,Longevity,0
481,super_hero_powers,8,,,,,,,,,,,,Intelligence,0
481,super_hero_powers,9,,,,,,,,,,,,"Super Strength",0
481,super_hero_powers,10,,,,,,,,,,,,Telepathy,0
481,super_hero_powers,11,,,,,,,,,,,,Stamina,0
481,super_hero_powers,12,,,,,,,,,,,,"Super Speed",0
481,super_hero_powers,13,,,,,,,,,,,,"Enhanced Senses",0
481,super_hero_powers,14,,,,,,,,,,,,Reflexes,0
481,super_hero_powers,15,,,,,,,,,,,,"Animal Control",0
481,super_hero_powers,16,,,,,,,,,,,,Sub-Mariner,0
481,super_hero_powers,17,,,,,,,,,,,,"Radiation Absorption",0
482,,,Namor,Male,grey,Atlantean,Black,188,125,"Marvel Comics",-,good,0,,
482,super_hero_powers,1,,,,,,,,,,,,Agility,0
482,super_hero_powers,2,,,,,,,,,,,,"Accelerated Healing",0
482,super_hero_powers,3,,,,,,,,,,,,"Cold Resistance",0
482,super_hero_powers,4,,,,,,,,,,,,Durability,0
482,super_hero_powers,5,,,,,,,,,,,,Flight,0
482,super_hero_powers,6,,,,,,,,,,,,"Underwater breathing",0
482,super_hero_powers,7,,,,,,,,,,,,Longevity,0
482,super_hero_powers,8,,,,,,,,,,,,Intelligence,0
482,super_hero_powers,9,,,,,,,,,,,,"Super Strength",0
482,super_hero_powers,10,,,,,,,,,,,,Telepathy,0
482,super_hero_powers,11,,,,,,,,,,,,Stamina,0
482,super_hero_powers,12,,,,,,,,,,,,"Super Speed",0
482,super_hero_powers,13,,,,,,,,,,,,"Enhanced Senses",0
482,super_hero_powers,14,,,,,,,,,,,,Reflexes,0
482,super_hero_powers,15,,,,,,,,,,,,"Animal Control",0
482,super_hero_powers,16,,,,,,,,,,,,Sub-Mariner,0
482,super_hero_powers,17,,,,,,,,,,,,"Radiation Absorption",0
483,,,Namora,Female,blue,-,Blond,180,85,"Marvel Comics",-,good,0,,
483,super_hero_powers,1,,,,,,,,,,,,"Accelerated Healing",0
483,super_hero_powers,2,,,,,,,,,,,,Durability,0
483,super_hero_powers,3,,,,,,,,,,,,Flight,0
483,super_hero_powers,4,,,,,,,,,,,,"Underwater breathing",0
483,super_hero_powers,5,,,,,,,,,,,,Longevity,0
483,super_hero_powers,6,,,,,,,,,,,,"Super Strength",0
483,super_hero_powers,7,,,,,,,,,,,,Telepathy,0
483,super_hero_powers,8,,,,,,,,,,,,Stamina,0
483,super_hero_powers,9,,,,,,,,,,,,"Super Speed",0
483,super_hero_powers,10,,,,,,,,,,,,Reflexes,0
484,,,Namorita,Female,blue,-,Blond,168,101,"Marvel Comics",-,good,0,,
484,super_hero_powers,1,,,,,,,,,,,,Agility,0
484,super_hero_powers,2,,,,,,,,,,,,"Accelerated Healing",0
484,super_hero_powers,3,,,,,,,,,,,,Durability,0
484,super_hero_powers,4,,,,,,,,,,,,Flight,0
484,super_hero_powers,5,,,,,,,,,,,,Longevity,0
484,super_hero_powers,6,,,,,,,,,,,,"Super Strength",0
484,super_hero_powers,7,,,,,,,,,,,,Stamina,0
484,super_hero_powers,8,,,,,,,,,,,,"Super Speed",0
484,super_hero_powers,9,,,,,,,,,,,,Reflexes,0
485,,,"Naruto Uzumaki",Male,-,Human,-,168,54,Shueisha,-,good,0,,
485,super_hero_powers,1,,,,,,,,,,,,Agility,0
485,super_hero_powers,2,,,,,,,,,,,,"Accelerated Healing",0
485,super_hero_powers,3,,,,,,,,,,,,Stealth,0
485,super_hero_powers,4,,,,,,,,,,,,Marksmanship,0
485,super_hero_powers,5,,,,,,,,,,,,"Weapons Master",0
485,super_hero_powers,6,,,,,,,,,,,,Longevity,0
485,super_hero_powers,7,,,,,,,,,,,,"Super Strength",0
485,super_hero_powers,8,,,,,,,,,,,,Duplication,0
485,super_hero_powers,9,,,,,,,,,,,,Stamina,0
485,super_hero_powers,10,,,,,,,,,,,,"Super Speed",0
485,super_hero_powers,11,,,,,,,,,,,,Teleportation,0
485,super_hero_powers,12,,,,,,,,,,,,Magic,0
485,super_hero_powers,13,,,,,,,,,,,,Shapeshifting,0
485,super_hero_powers,14,,,,,,,,,,,,Camouflage,0
485,super_hero_powers,15,,,,,,,,,,,,"Fire Control",0
485,super_hero_powers,16,,,,,,,,,,,,"Energy Constructs",0
485,super_hero_powers,17,,,,,,,,,,,,Empathy,0
485,super_hero_powers,18,,,,,,,,,,,,"Heat Generation",0
485,super_hero_powers,19,,,,,,,,,,,,"Energy Manipulation",0
485,super_hero_powers,20,,,,,,,,,,,,"Enhanced Smell",0
485,super_hero_powers,21,,,,,,,,,,,,Wallcrawling,0
485,super_hero_powers,22,,,,,,,,,,,,"Weather Control",0
486,,,"Nathan Petrelli",Male,brown,-,-,-99,-99,"NBC - Heroes",-,good,0,,
486,super_hero_powers,1,,,,,,,,,,,,Flight,0
487,,,Nebula,Female,blue,Luphomoid,"No Hair",185,83,"Marvel Comics",blue,bad,0,,
487,super_hero_powers,1,,,,,,,,,,,,Durability,0
487,super_hero_powers,2,,,,,,,,,,,,Marksmanship,0
487,super_hero_powers,3,,,,,,,,,,,,"Super Strength",0
488,,,"Negasonic Teenage Warhead",Female,black,Mutant,Black,-99,-99,"Marvel Comics",-,good,0,,
488,super_hero_powers,1,,,,,,,,,,,,Telepathy,0
488,super_hero_powers,2,,,,,,,,,,,,Precognition,0
489,,,"Nick Fury",Male,brown,Human,"Brown / White",185,99,"Marvel Comics",-,good,0,,
489,super_hero_powers,1,,,,,,,,,,,,"Weapons Master",0
489,super_hero_powers,2,,,,,,,,,,,,Longevity,0
490,,,Nightcrawler,Male,yellow,-,Indigo,175,88,"Marvel Comics",-,good,0,,
490,super_hero_powers,1,,,,,,,,,,,,Agility,0
490,super_hero_powers,2,,,,,,,,,,,,Stealth,0
490,super_hero_powers,3,,,,,,,,,,,,Teleportation,0
490,super_hero_powers,4,,,,,,,,,,,,Camouflage,0
